id,name,name_eng,full_path_slug,description,short_description,note,score,type,level,is_deleted,is_visible,meta_title,meta_description,meta_social_title,meta_social_description,created_at,updated_at,created_by_id,updated_by_id,product_suggestion_list_enable
153,Các loại kháng sinh khác,,thuoc/thuoc-khang-sinh-duong-toan-than/cac-loai-khang-sinh-khac,,,,153,product,3,FALSE,FALSE,Các Loại Thuốc Kháng Sinh Khác - Nhà Thuốc Long Châu,"Mua Các Loại Thuốc Kháng Sinh Khác chính hãng, giá tốt, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:05.0,34:15.5,,,FALSE
154,Kháng sinh nhóm Penicillin,,thuoc/thuoc-khang-sinh-duong-toan-than/khang-sinh-nhom-penicillin,,,,154,product,3,FALSE,FALSE,+72 Thuốc kháng sinh Penicillin - Nhà Thuốc Long Châu,"Mua Thuốc kháng sinh nhóm Penicillin chính hãng, giá tốt, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:05.0,35:03.1,,,FALSE
155,Quinolon,,thuoc/thuoc-khang-sinh-duong-toan-than/quinolon,,,,155,product,3,FALSE,FALSE,+38 Thuốc kháng sinh nhóm Quinolon - Nhà Thuốc Long Châu,"Mua Thuốc kháng sinh nhóm Quinolon chính hãng, giá tốt, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:05.0,35:31.2,,,FALSE
156,Sulphonamid,,thuoc/thuoc-khang-sinh-duong-toan-than/sulphonamid,,,,156,product,3,FALSE,FALSE,Thuốc kháng sinh nhóm Sulphonamid chính hãng - Long Châu,"Mua Thuốc kháng sinh nhóm Sulphonamid chính hãng, giá tốt, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:05.0,35:45.3,,,FALSE
157,Tetracyclin,,thuoc/thuoc-khang-sinh-duong-toan-than/tetracyclin,,,,157,product,3,FALSE,FALSE,+10 Thuốc kháng sinh nhóm Tetracyclin - Nhà Thuốc Long Châu,"Mua +10 Thuốc kháng sinh nhóm Tetracyclin chính hãng, giá tốt, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:05.0,36:00.9,,,FALSE
158,Thuốc diệt amib,,thuoc/thuoc-khang-sinh-duong-toan-than/thuoc-diet-amib,,,,158,product,3,FALSE,FALSE,+10 Thuốc điều trị Amip hiệu quả - Nhà Thuốc Long Châu,"Mua +10 thuốc điều trị bệnh do Amip hiệu quả, chính hãng, giá tốt, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:05.0,37:33.3,,,FALSE
159,Aminoglycosid,,thuoc/thuoc-khang-sinh-duong-toan-than/aminoglycosid,,,,159,product,3,FALSE,FALSE,+1 Thuốc kháng sinh nhóm Aminoglycosid - Long Châu,"Mua thuốc kháng sinh nhóm Aminoglycosid tốt, chính hãng, giá tốt, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:05.0,33:38.6,,,FALSE
160,Chloramphenicol,,thuoc/thuoc-khang-sinh-duong-toan-than/chloramphenicol,,,,160,product,3,FALSE,FALSE,,,,,57:05.0,48:16.0,,,FALSE
161,Các phối hợp kháng khuẩn,,thuoc/thuoc-khang-sinh-duong-toan-than/cac-phoi-hop-khang-khuan,,,,161,product,3,FALSE,FALSE,+16 Thuốc phối hợp kháng khuẩn - Nhà Thuốc Long Châu,"Mua Thuốc phối hợp kháng khuẩn tốt, chính hãng, giá tốt, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:05.0,34:31.2,,,FALSE
162,Thuốc kháng virus,,thuoc/thuoc-khang-sinh-duong-toan-than/thuoc-khang-virus,,,,162,product,3,FALSE,FALSE,"Thuốc kháng virus hiệu quả nhanh, giá tốt, chính hãng 2024","Mua thuốc kháng virus, thuốc kháng vi rút: Acyclovir, Ciclevir, Molnupiravir, Entecavir, Telbivudine, Lamivudin, Tenofovir,... giá tốt, chính hãng tại Long Châu",,,57:05.0,37:54.4,,,FALSE
163,Thuốc trừ giun sán,,thuoc/thuoc-khang-sinh-duong-toan-than/thuoc-tru-giun-san,,,,163,product,3,FALSE,FALSE,,,,,57:05.0,24:53.5,,,FALSE
164,Thuốc khác trị bệnh do động vật nguyên sinh,,thuoc/thuoc-khang-sinh-duong-toan-than/thuoc-khac-tri-benh-do-dong-vat-nguyen-sinh,,,,164,product,3,FALSE,FALSE,Thuốc khác trị bệnh do động vật nguyên sinh - Nhà thuốc Long Châu,"Thuốc khác trị bệnh do động vật nguyên sinh và thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.0,48:53.7,,,FALSE
165,Những sản phẩm thảo dược,,thuoc/thuoc-thay-the/nhung-san-pham-thao-duoc,,,,165,product,3,FALSE,FALSE,Thuốc Thảo Dược: Giải pháp từ thiên nhiên cho sức khỏe,"Các sản phẩm chữa bệnh đến từ thảo dược tự nhiên chính hãng, chất lượng tốt, giá phải chăng có tại Nhà thuốc Long Châu. Xem ngay để được dược sỹ tư vấn!",,,57:05.0,28:03.4,,,FALSE
166,Sản phẩm dinh dưỡng,,thuoc/thuoc-thay-the/san-pham-dinh-duong-201,,,,166,product,3,FALSE,FALSE,,,,,57:05.0,41:01.8,,,FALSE
167,Men vi sinh,,thuoc/thuoc-thay-the/men-vi-sinh,,,,167,product,3,FALSE,FALSE,"Men vi sinh hỗ trợ tiêu hóa, men tiêu hóa chính hãng 2024","Men vi sinh, men tiêu hóa, cốm ngăn ngừa sự phát triển của vi khuẩn có hại, hạn chế các vấn đề rối loạn tiêu hóa. Mua tại nhà thuốc Long Châu có dược sĩ tư vấn.",,,57:05.0,27:26.8,,,FALSE
168,Thuốc kiềm hóa,,thuoc/thuoc-chong-ung-thu/thuoc-kiem-hoa,,,,168,product,3,FALSE,FALSE,,,,,57:05.0,42:29.2,,,FALSE
169,Kháng thể đơn dòng chống CTLA-4,,thuoc/thuoc-chong-ung-thu/khang-the-don-dong-chong-ctla-4,,,,169,product,3,FALSE,FALSE,,,,,57:05.0,48:19.9,,,FALSE
170,Kháng thể đơn dòng kháng PD-1,,thuoc/thuoc-chong-ung-thu/khang-the-don-dong-khang-pd-1,,,,170,product,3,FALSE,FALSE,,,,,57:05.0,49:10.3,,,FALSE
171,Kháng sinh / thuốc chống ung thư,,thuoc/thuoc-chong-ung-thu/khang-sinh-thuoc-chong-ung-thu,,,,171,product,3,FALSE,FALSE,,,,,57:05.0,50:03.8,,,FALSE
172,Thuốc hóa trị ung thư,,thuoc/thuoc-chong-ung-thu/thuoc-hoa-tri-ung-thu,,,,172,product,3,FALSE,FALSE,,,,,57:05.0,50:48.3,,,FALSE
173,Kết hợp chống ung thư,,thuoc/thuoc-chong-ung-thu/ket-hop-chong-ung-thu,,,,173,product,3,FALSE,FALSE,,,,,57:05.0,51:41.7,,,FALSE
174,Thuốc giải độc chống ung thư,,thuoc/thuoc-chong-ung-thu/thuoc-giai-doc-chong-ung-thu,,,,174,product,3,FALSE,FALSE,,,,,57:05.0,52:07.8,,,FALSE
175,Interferon chống ung thư,,thuoc/thuoc-chong-ung-thu/interferon-chong-ung-thu,,,,175,product,3,FALSE,FALSE,,,,,57:05.0,52:48.0,,,FALSE
176,Chất ức chế histone deacetylase,,thuoc/thuoc-chong-ung-thu/chat-uc-che-histone-deacetylase,,,,176,product,3,FALSE,FALSE,,,,,57:05.0,53:23.1,,,FALSE
177,Thuốc ức chế tyrosine kinase BCR-ABL,,thuoc/thuoc-chong-ung-thu/thuoc-uc-che-tyrosine-kinase-bcr-abl,,,,177,product,3,FALSE,FALSE,,,,,57:05.0,54:18.8,,,FALSE
178,Kháng thể đơn dòng CD20,,thuoc/thuoc-chong-ung-thu/khang-the-don-dong-cd20,,,,178,product,3,FALSE,FALSE,,,,,57:05.0,54:51.2,,,FALSE
179,Thuốc ức chế CDK 4/6,,thuoc/thuoc-chong-ung-thu/thuoc-uc-che-cdk-46,,,,179,product,3,FALSE,FALSE,,,,,57:05.0,55:38.8,,,FALSE
180,Thuốc ức chế HER2,,thuoc/thuoc-chong-ung-thu/thuoc-uc-che-her2,,,,180,product,3,FALSE,FALSE,,,,,57:05.0,56:10.3,,,FALSE
181,Thuốc ức chế con đường Hedgekey,,thuoc/thuoc-chong-ung-thu/thuoc-uc-che-con-duong-hedgekey,,,,181,product,3,FALSE,FALSE,,,,,57:05.0,56:49.8,,,FALSE
182,Hormone / thuốc chống ung thư,,thuoc/thuoc-chong-ung-thu/hormone-thuoc-chong-ung-thu,,,,182,product,3,FALSE,FALSE,,,,,57:05.0,58:04.8,,,FALSE
183,Thuốc ức chế EGFR,,thuoc/thuoc-chong-ung-thu/thuoc-uc-che-egfr,,,,183,product,3,FALSE,FALSE,,,,,57:05.0,59:04.2,,,FALSE
184,Thuốc chống ung thư khác,,thuoc/thuoc-chong-ung-thu/thuoc-chong-ung-thu-khac,,,,184,product,3,FALSE,FALSE,Thuốc chống ung thư khác - Nhà thuốc Long Châu,"Thuốc chống ung thư khác và thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.0,41:10.5,,,FALSE
185,Thuốc ức chế proteasome,,thuoc/thuoc-chong-ung-thu/thuoc-uc-che-proteasome,,,,185,product,3,FALSE,FALSE,,,,,57:05.0,59:40.4,,,FALSE
186,Ức chế phân bào,,thuoc/thuoc-chong-ung-thu/uc-che-phan-bao,,,,186,product,3,FALSE,FALSE,,,,,57:05.0,00:08.8,,,FALSE
187,Chất ức chế mtor,,thuoc/thuoc-chong-ung-thu/chat-uc-che-mtor,,,,187,product,3,FALSE,FALSE,,,,,57:05.0,32:39.1,,,FALSE
188,Chất ức chế multikinase,,thuoc/thuoc-chong-ung-thu/chat-uc-che-multikinase,,,,188,product,3,FALSE,FALSE,,,,,57:05.0,34:21.2,,,FALSE
189,Thuốc ức chế PARP,,thuoc/thuoc-chong-ung-thu/thuoc-uc-che-parp,,,,189,product,3,FALSE,FALSE,,,,,57:05.0,35:03.5,,,FALSE
190,Thuốc ức chế PI3K,,thuoc/thuoc-chong-ung-thu/thuoc-uc-che-pi3k,,,,190,product,3,FALSE,FALSE,,,,,57:05.0,36:07.4,,,FALSE
191,Thuốc ức chế VEGF / VEGFR,,thuoc/thuoc-chong-ung-thu/thuoc-uc-che-vegf-vegfr,,,,191,product,3,FALSE,FALSE,,,,,57:05.0,36:42.9,,,FALSE
192,Hóa trị gây độc tế bào,,thuoc/thuoc-chong-ung-thu/hoa-tri-gay-doc-te-bao,,,,192,product,3,FALSE,FALSE,+2 Thuốc Hóa Trị Ung Thư - Nhà Thuốc Long Châu,"Mua Thuốc Hóa Trị Ung Thư chính hãng, uy tín, đáng tin cậy, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:05.0,40:09.9,,,FALSE
193,Liệu pháp nội tiết trong điều trị ung thư,,thuoc/thuoc-chong-ung-thu/lieu-phap-noi-tiet-trong-dieu-tri-ung-thu,,,,193,product,3,FALSE,FALSE,Liệu pháp nội tiết trong điều trị ung thư - Long Châu,"Liệu pháp nội tiết trong điều trị ung thư - thuốc chống ung thư chính hãng, uy tín, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:05.0,40:57.2,,,FALSE
194,Liệu pháp miễn dịch trong điều trị ung thư,,thuoc/thuoc-chong-ung-thu/lieu-phap-mien-dich-trong-dieu-tri-ung-thu,,,,194,product,3,FALSE,FALSE,Liệu pháp miễn dịch trong điều trị ung thư - Long Châu,"Liệu pháp miễn dịch trong điều trị ung thư - thuốc chống ung thư chính hãng, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:05.0,40:25.4,,,FALSE
195,Liệu pháp nhắm trúng đích,,thuoc/thuoc-chong-ung-thu/lieu-phap-nham-trung-dich,,,,195,product,3,FALSE,FALSE,Liệu pháp nhắm trúng đích trong điều trị ung thư - Long Châu,"Mua thuốc liệu pháp trúng đích hỗ trợ điều trị ung thư chính hãng, uy tín, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:05.0,40:39.2,,,FALSE
196,Trị liệu chăm sóc nâng đỡ,,thuoc/thuoc-chong-ung-thu/tri-lieu-cham-soc-nang-do,,,,196,product,3,FALSE,FALSE,,,,,57:05.0,38:35.3,,,FALSE
197,Kháng thể đơn dòng CD30,,thuoc/thuoc-chong-ung-thu/khang-the-don-dong-cd30,,,,197,product,3,FALSE,FALSE,,,,,57:05.0,42:45.7,,,FALSE
198,Kháng thể đơn dòng CD33,,thuoc/thuoc-chong-ung-thu/khang-the-don-dong-cd33,,,,198,product,3,FALSE,FALSE,,,,,57:05.0,43:16.7,,,FALSE
199,Kháng thể đơn dòng CD38,,thuoc/thuoc-chong-ung-thu/khang-the-don-dong-cd38,,,,199,product,3,FALSE,FALSE,,,,,57:05.0,45:14.3,,,FALSE
200,Kháng thể đơn dòng CD52,,thuoc/thuoc-chong-ung-thu/khang-the-don-dong-cd52,,,,200,product,3,FALSE,FALSE,,,,,57:05.0,46:05.5,,,FALSE
201,Thuốc giảm đau (không opioid) & hạ sốt,,thuoc/he-than-kinh-trung-uong/thuoc-giam-dau-khong-opioid-and-ha-sot,,,,201,product,3,FALSE,FALSE,"100+ Thuốc giảm đau (không opioid), hạ sốt hiệu quả, giá tốt","Mua thuốc giảm đau (không opioid) và hạ sốt các dạng bào chế viên nén, viên sủi, dạng bột,... chính hãng, giá tốt tại Long Châu, có dược sĩ tư vấn.",,,57:05.0,43:12.7,,,FALSE
202,Biếng ăn,,thuoc/he-than-kinh-trung-uong/bieng-an,,,,202,product,3,FALSE,FALSE,,,,,57:05.0,36:46.4,,,FALSE
203,Thuốc chống co giật,,thuoc/he-than-kinh-trung-uong/thuoc-chong-co-giat,,,,203,product,3,FALSE,FALSE,"+37 Thuốc chống co giật thần kinh hiệu quả, giá tốt 2024","Mua thuốc chống co giật thần kinh, thuốc điều trị động kinh: Clonazepam, Clobazam, Felbamate, Ezogabine, Lamotrigine, Trileptal,... giá tốt tại Long Châu.",,,57:05.0,41:47.8,,,FALSE
204,Thuốc trị bệnh Parkinson,,thuoc/he-than-kinh-trung-uong/thuoc-tri-benh-parkinson,,,,204,product,3,FALSE,FALSE,Thuốc điều trị bệnh Parkinson hiệu quả - Nhà thuốc Long Châu,"Các loại thuốc trị bệnh Parkinson mới nhất, được cập nhật thường xuyên. Mua tại Nhà thuốc Long Châu uy tín, chất lượng, có dược sĩ tư vấn, giao hàng tận nhà.",,,57:05.0,44:38.7,,,FALSE
205,Thuốc ngủ & thuốc an thần,,thuoc/he-than-kinh-trung-uong/thuoc-ngu-and-thuoc-an-than,,,,205,product,3,FALSE,FALSE,"Thuốc ngủ | Thuốc an thần dễ ngủ, trị mất ngủ giá tốt","Thuốc ngủ, thuốc an thần trị mất ngủ ít tác dụng phụ, an toàn, chính hãng, uy tín, có dược sĩ tư vấn về liều dùng & lưu ý khi sử dụng. Xem ngay!",,,57:05.0,44:17.8,,,FALSE
206,Chất chủ vận cholinergic,,thuoc/he-than-kinh-trung-uong/chat-chu-van-cholinergic,,,,206,product,3,FALSE,FALSE,,,,,57:05.0,38:19.7,,,FALSE
207,Chất ức chế cholinesterase,,thuoc/he-than-kinh-trung-uong/chat-uc-che-cholinesterase,,,,207,product,3,FALSE,FALSE,,,,,57:05.0,38:49.3,,,FALSE
208,Chất kích thích thần kinh trung ương,,thuoc/he-than-kinh-trung-uong/chat-kich-thich-than-kinh-trung-uong,,,,208,product,3,FALSE,FALSE,,,,,57:05.0,42:53.5,,,FALSE
209,Thuốc gây mê nói chung,,thuoc/he-than-kinh-trung-uong/thuoc-gay-me-noi-chung,,,,209,product,3,FALSE,FALSE,,,,,57:05.0,36:19.7,,,FALSE
210,Khác hệ thống thần kinh trung ương,,thuoc/he-than-kinh-trung-uong/khac-he-thong-than-kinh-trung-uong,,,,210,product,3,FALSE,FALSE,,,,,57:05.0,41:34.2,,,FALSE
211,Thuốc ức chế VMAT2,,thuoc/he-than-kinh-trung-uong/thuoc-uc-che-vmat2,,,,211,product,3,FALSE,FALSE,,,,,57:05.0,41:43.0,,,FALSE
212,Thuốc trị chóng mặt,,thuoc/he-than-kinh-trung-uong/thuoc-tri-chong-mat,,,,212,product,3,FALSE,FALSE,Thuốc trị chóng mặt các loại chính hãng - Nhà thuốc Long Châu,"Mua thuốc điều trị chóng mặt, rối loạn tiền đình hiệu quả chính hãng, uy tín, có dược sĩ tư vấn về liều dùng & lưu ý khi sử dụng. Xem ngay!",,,57:05.0,45:02.4,,,FALSE
213,Thuốc chống trầm cảm,,thuoc/he-than-kinh-trung-uong/thuoc-chong-tram-cam,,,,213,product,3,FALSE,FALSE,"+40 Thuốc chống trầm cảm, thuốc trầm cảm chính hãng, giá tốt","Bị trầm cảm uống thuốc gì? Mua thuốc chống trầm cảm loại nào tốt nhất? Mua thuốc trầm cảm Bluetine, Zoloft, Amitriptylin,... giá tốt, chính hãng tại Long Châu.",,,57:05.0,42:41.4,,,FALSE
214,Thuốc giải lo âu,,thuoc/he-than-kinh-trung-uong/thuoc-giai-lo-au,,,,214,product,3,FALSE,FALSE,+7 Thuốc giải lo âu: Trị rối loạn lo âu hiệu quả - Long Châu,"Bị rối loạn lo âu uống thuốc gì? Xóa tan chứng rối loạn lo âu, hoảng sợ bằng Thuốc Giải Lo Âu chính hãng, hiệu quả, có dược sĩ tư vấn tại Nhà Thuốc Long Châu!",,,57:05.0,42:58.1,,,FALSE
215,Thuốc chống loạn thần,,thuoc/he-than-kinh-trung-uong/thuoc-chong-loan-than-2,,,,215,product,3,FALSE,FALSE,"60+ Thuốc chống loạn thần giá tốt, chính hãng 2024","Mua thuốc chống loạn thần hiệu quả, an toàn, chính hãng, uy tín, có dược sĩ tư vấn về liều dùng & lưu ý khi sử dụng. Giao hàng nhanh trong ngày. Xem ngay!",,,57:05.0,42:21.6,,,FALSE
216,Thuốc TKTW khác & thuốc trị rối loạn tăng động giảm chú ý,,thuoc/he-than-kinh-trung-uong/thuoc-tktw-khac-and-thuoc-tri-roi-loan-tang-dong-giam-chu-y,,,,216,product,3,FALSE,FALSE,Thuốc TKTW khác & thuốc trị rối loạn tăng động giảm chú ý,"Thuốc TKTW khác & thuốc trị rối loạn tăng động giảm chú ý và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.0,43:56.1,,,FALSE
217,Thuốc trị bệnh thoái hóa thần kinh,,thuoc/he-than-kinh-trung-uong/thuoc-tri-benh-thoai-hoa-than-kinh,,,,217,product,3,FALSE,FALSE,Thuốc trị bệnh thoái hóa thần kinh chính hãng - Nhà thuốc Long Châu,"Thuốc trị bệnh thoái hóa thần kinh và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.0,44:49.8,,,FALSE
218,Thuốc giảm đau (opioid),,thuoc/he-than-kinh-trung-uong/thuoc-giam-dau-opioid,,,,218,product,3,FALSE,FALSE,"Thuốc giảm đau Opioid giá tốt, chính hãng 2024 - Long Châu","Mua thuốc giảm đau opioid ở đâu? Tổng hợp thuốc giảm đau trung ương opioid giá tốt, chính hãng tại Long Châu, có dược sĩ tư vấn, giao hàng tận nhà.",,,57:05.0,43:26.0,,,FALSE
219,Thuốc kháng viêm không steroid,,thuoc/he-than-kinh-trung-uong/thuoc-khang-viem-khong-steroid,,,,219,product,3,FALSE,FALSE,Thuốc kháng viêm không steroid - Nhà thuốc Long Châu,"Thuốc kháng viêm không chứa steroid có công dụng giảm đau, chống viêm, có hoặc không có hạ sốt. Mua tại Nhà thuốc Long Châu với giá tốt nhất.",,,57:05.0,43:51.8,,,FALSE
220,Thuốc trị đau nửa đầu,,thuoc/he-than-kinh-trung-uong/thuoc-tri-dau-nua-dau,,,,220,product,3,FALSE,FALSE,"Thuốc trị đau nửa đầu Migraine giá tốt, hiệu quả nhanh 2024","Thuốc đau nửa đầu Migraine gồm những loại nào? Mua ngay thuốc trị đau nửa đầu Migraine: Flunarizine, Timmak,... uống nhanh khỏi, giá tốt tại Long Châu.",,,57:05.0,45:33.5,,,FALSE
221,Thuốc trị đau do bệnh lý thần kinh,,thuoc/he-than-kinh-trung-uong/thuoc-tri-dau-do-benh-ly-than-kinh,,,,221,product,3,FALSE,FALSE,Thuốc trị đau do bệnh lý thần kinh - Nhà thuốc Long Châu,"Thuốc trị đau do bệnh lý thần kinh sử dụng như thuốc giảm đau trong đau thần kinh, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.0,45:13.9,,,FALSE
222,Thuốc hướng thần kinh & thuốc bổ thần kinh,,thuoc/he-than-kinh-trung-uong/thuoc-huong-than-kinh-and-thuoc-bo-than-kinh,,,,222,product,3,FALSE,FALSE,"Thuốc bổ thần kinh, thuốc thần kinh, não bộ giá tốt 2024","Mua thuốc bổ thần kinh, thuốc hướng thần kinh, thuốc thần kinh, não bộ tốt cho sức khỏe tại Long Châu chính hãng, chất lượng, có dược sĩ tư vấn tận tình.",,,57:05.0,43:40.2,,,FALSE
223,Kháng độc tố và antivenin,,thuoc/che-pham-sinh-hoc/khang-doc-to-va-antivenin,,,,223,product,3,FALSE,FALSE,,,,,57:05.0,39:21.0,,,
224,Vận động tế bào gốc tạo máu,,thuoc/che-pham-sinh-hoc/van-dong-te-bao-goc-tao-mau,,,,224,product,3,FALSE,FALSE,,,,,57:05.0,39:25.3,,,
225,Sinh học chẩn đoán in vivo,,thuoc/che-pham-sinh-hoc/sinh-hoc-chan-doan-in-vivo,,,,225,product,3,FALSE,FALSE,,,,,57:05.0,39:28.4,,,
226,Erythropoietin tái tổ hợp của con người,,thuoc/che-pham-sinh-hoc/erythropoietin-tai-to-hop-cua-con-nguoi,,,,226,product,3,FALSE,FALSE,,,,,57:05.0,39:31.5,,,
227,Thuốc trị bệnh vùng hậu môn trực tràng,,thuoc/he-tieu-hoa-and-gan-mat/thuoc-tri-benh-vung-hau-mon-truc-trang,,,,227,product,3,FALSE,FALSE,Thuốc trị bệnh vùng hậu môn trực tràng - Nhà thuốc Long Châu,"Thuốc trị bệnh vùng hậu môn trực tràng và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.0,48:46.0,,,FALSE
228,Thuốc chống nôn,,thuoc/he-tieu-hoa-and-gan-mat/thuoc-chong-non,,,,228,product,3,FALSE,FALSE,"Thuốc chống nôn, thuốc chống buồn nôn chính hãng, giá tốt","Mua thuốc chống nôn phổ biến hiện nay, thuốc chống buồn nôn có tác dụng nhanh chóng, trị say tàu xe hiệu quả, chính hãng, có dược sĩ tư vấn.",,,57:05.0,47:17.5,,,FALSE
229,"Thuốc điều hòa tiêu hóa, chống đầy hơi & kháng viêm",,thuoc/he-tieu-hoa-and-gan-mat/thuoc-dieu-hoa-tieu-hoa-chong-day-hoi-and-khang-viem,,,,229,product,3,FALSE,FALSE,"+60 Thuốc trị đầy hơi, chướng bụng, khó tiêu  - Long Châu","Mua thuốc chống đầy hơi, chướng bụng, khó tiêu giúp điều hòa tiêu hóa, kháng viêm chính hãng, có dược sĩ tư vấn. Giao hàng nhanh trong 2-4 giờ.",,,57:05.0,47:31.3,,,FALSE
230,"Thuốc kháng acid, chống trào ngược & chống loét",,thuoc/he-tieu-hoa-and-gan-mat/thuoc-khang-acid-chong-trao-nguoc-and-chong-loet,,,,230,product,3,FALSE,FALSE,"Thuốc kháng acid, chống trào ngược & chống loét - Nhà thuốc Long Châu","Thuốc kháng acid, chống trào ngược & chống loét và thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.0,47:49.0,,,FALSE
231,Thuốc trị tiêu chảy,,thuoc/he-tieu-hoa-and-gan-mat/thuoc-tri-tieu-chay,,,,231,product,3,FALSE,FALSE,"+38 Thuốc tiêu chảy hiệu quả, được tin dùng nhất 2024  - Long Châu","Bị đi ngoài, tiêu chảy nên uống thuốc gì? Mua ngay +38 thuốc tiêu chảy nhanh, dứt điểm, chính hãng, có dược sĩ tư vấn. Giao hàng nhanh trong 2-4 giờ.",,,57:05.0,49:08.6,,,FALSE
232,Enzim tiêu hóa,,thuoc/he-tieu-hoa-and-gan-mat/enzim-tieu-hoa,,,,232,product,3,FALSE,FALSE,,,,,57:05.0,52:34.5,,,FALSE
233,Thuốc rối loạn chức năng ruột,,thuoc/he-tieu-hoa-and-gan-mat/thuoc-roi-loan-chuc-nang-ruot,,,,233,product,3,FALSE,FALSE,,,,,57:05.0,54:25.2,,,FALSE
234,"Thuốc thông mật, tan sỏi mật & bảo vệ gan",,thuoc/he-tieu-hoa-and-gan-mat/thuoc-thong-mat-tan-soi-mat-and-bao-ve-gan,,,,234,product,3,FALSE,FALSE,+81 Thuốc trị sỏi mật | Thuốc lợi mật & Bảo vệ gan hay dùng,"Tổng hợp thuốc thông mật, tan sỏi mật & bảo vệ gan được lưu hành tại Việt Nam. Mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.0,48:36.0,,,FALSE
235,Thuốc trợ tiêu hóa,,thuoc/he-tieu-hoa-and-gan-mat/thuoc-tro-tieu-hoa,,,,235,product,3,FALSE,FALSE,Thuốc hỗ trợ tiêu hóa - Nhà thuốc Long Châu,"Các loại thuốc hỗ trợ tiêu hóa được lưu hành tại Việt Nam và thông tin chính xác về nhóm thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.0,49:26.3,,,FALSE
236,Thuốc đối kháng H2,,thuoc/he-tieu-hoa-and-gan-mat/thuoc-doi-khang-h2,,,,236,product,3,FALSE,FALSE,,,,,57:05.0,53:41.7,,,FALSE
237,"Thuốc nhuận trường, thuốc xổ",,thuoc/he-tieu-hoa-and-gan-mat/thuoc-nhuan-truong-thuoc-xo,,,,237,product,3,FALSE,FALSE,"+200 Thuốc dạ dày, thuốc nhuận tràng, thuốc xổ giá tốt 2024","Thuốc nhuận tràng là gì? Mua thuốc dạ dày, thuốc nhuận trường, thuốc xổ, trị bệnh dạ dày cho trẻ, người lớn ✅ chính hãng, giá tốt tại Long Châu ✅ có dược sĩ tư vấn",,,57:05.0,34:37.4,,,FALSE
238,Các thuốc tiêu hóa khác,,thuoc/he-tieu-hoa-and-gan-mat/cac-thuoc-tieu-hoa-khac,,,,238,product,3,FALSE,FALSE,Các thuốc tiêu hóa khác - Nhà thuốc Long Châu,"Tổng hợp các thuốc tiêu hóa khác được lưu hành tại Việt Nam, thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.0,40:07.2,,,FALSE
239,Thuốc ức chế bơm proton,,thuoc/he-tieu-hoa-and-gan-mat/thuoc-uc-che-bom-proton,,,,239,product,3,FALSE,FALSE,,,,,57:05.0,52:08.2,,,FALSE
